,,song,singer,urls
2004,20,Sunshine,Lil' Flip,https://www.youtube.com/watch?v=pV9L70wzOvo
2004,21,Dirt Off Your Shoulder,Jay-Z,https://www.youtube.com/watch?v=Oz_-VaTHpc8
2004,22,Move Ya Body,Nina Sky,https://www.youtube.com/watch?v=Yadj4beoLKU
2004,23,Dip It Low,Christina Milian,https://www.youtube.com/watch?v=5z5Mvyp1QHw
2004,24,My Boo,"Usher,Alicia Keys,",https://www.youtube.com/watch?v=fPgf2meEX1w
2004,25,One Call Away,"Chingy,J-Weav,",https://www.youtube.com/watch?v=zhPiBZLun5k
2004,26,"Me, Myself and I",Beyoncé,https://www.youtube.com/watch?v=4S37SGxZSMc
2004,27,Turn Me On,"Kevin Lyttle,Spragga Benz,",https://www.youtube.com/watch?v=GP3Exc5tCtc
2004,28,The First Cut Is the Deepest,Sheryl Crow,https://www.youtube.com/watch?v=c5NRH_DxWJE
2004,29,You Don't Know My Name,Alicia Keys,https://www.youtube.com/watch?v=_ST6ZRbhGiA
2004,30,My Place,"Nelly,Jaheim,",https://www.youtube.com/watch?v=Vh2I2HabjEM
2004,31,Overnight Celebrity,Twista,https://www.youtube.com/watch?v=I177W0XJlT4
2004,32,Hotel,"Cassidy,R. Kelly,",https://www.youtube.com/watch?v=MKOT6teSarY
2004,33,Numb,Linkin Park,https://www.youtube.com/watch?v=kXYiU_JCYtU
2004,34,Diary,"Alicia Keys,Tony! Toni! Toné!,",https://www.youtube.com/watch?v=SLCtH9lRj7Q
2004,35,She Will Be Loved,Maroon 5,https://www.youtube.com/watch?v=nIjVuRTm-dc
2004,36,White Flag,Dido,https://www.youtube.com/watch?v=j-fWDrZSiZs
2004,37,Heaven,Los Lonely Boys,https://www.youtube.com/watch?v=wvkzoqQ5Oak
2004,38,It's My Life,No Doubt,https://www.youtube.com/watch?v=6XLRVj7QCkg
2004,39,Pieces of Me,Ashlee Simpson,https://www.youtube.com/watch?v=WJCsyLUCSXI
2004,40,Leave (Get Out),JoJo,https://www.youtube.com/watch?v=fWzoSy6QEwk
2004,41,Milkshake,Kelis,https://www.youtube.com/watch?v=pGL2rytTraA
2004,42,Splash Waterfalls,Ludacris,https://www.youtube.com/watch?v=w_sTTvyiiPo
2004,43,Jesus Walks,Kanye West,https://www.youtube.com/watch?v=MYF7H_fpc-g
2004,44,Locked Up,"Akon,Styles P,",https://www.youtube.com/watch?v=14PgWitIbSk
2004,45,Stand Up,"Ludacris,Shawnna,",https://www.youtube.com/watch?v=XM-RRHx0t20
2004,46,Suga Suga,"Baby Bash,Frankie J,",https://www.youtube.com/watch?v=6rgStv12dwA
2004,47,All Falls Down,"Kanye West,Syleena Johnson,",https://www.youtube.com/watch?v=8kyWDhB_QeI
2004,48,Toxic,Britney Spears,https://www.youtube.com/watch?v=LOZuxwVk7TU
2004,49,Salt Shaker,"Ying Yang Twins,Lil Jon & the East Side Boyz,",https://www.youtube.com/watch?v=aJEzl31zL-I
2004,50,With You,Jessica Simpson,https://www.youtube.com/watch?v=VWl7WjAtBME
2005,1,We Belong Together,Mariah Carey,https://www.youtube.com/watch?v=0habxsuXW4g
2005,2,Hollaback Girl,Gwen Stefani,https://www.youtube.com/watch?v=Kgjkth6BRRY
2005,3,Let Me Love You,Mario,https://www.youtube.com/watch?v=H64QG4UsrGI
2005,4,Since U Been Gone,Kelly Clarkson,https://www.youtube.com/watch?v=R7UrFYvl5TE
2005,5,"1, 2 Step","Ciara,Missy Elliott,",https://www.youtube.com/watch?v=iBHNgV6_znU
2005,6,Gold Digger,"Kanye West,Jamie Foxx,",https://www.youtube.com/watch?v=6vwNcNOTVzY
2005,7,Boulevard of Broken Dreams,Green Day,https://www.youtube.com/watch?v=Soa3gO7tL-c
2005,8,Candy Shop,"50 Cent,Olivia,",https://www.youtube.com/watch?v=SRcnnId15BA
2005,9,Don't Cha,"The Pussycat Dolls,Busta Rhymes,",https://www.youtube.com/watch?v=YNSxNsr4wmA
2005,10,Behind These Hazel Eyes,Kelly Clarkson,https://www.youtube.com/watch?v=yipoOY56MbM
2005,11,Disco Inferno,50 Cent,https://www.youtube.com/watch?v=GNqYWkiBHHw
2005,12,You and Me,Lifehouse,https://www.youtube.com/watch?v=ac3HkriqdGQ
2005,13,Don't Phunk with My Heart,The Black Eyed Peas,https://www.youtube.com/watch?v=P4Bda6_usuc
2005,14,Lose Control,"Missy Elliott,Ciara,Fatman Scoop,",https://www.youtube.com/watch?v=na7lIb09898
2005,15,Shake It Off,Mariah Carey,https://www.youtube.com/watch?v=jZVdDl_asYY
2005,16,Mr. Brightside,The Killers,https://www.youtube.com/watch?v=gGdGFtwCNBE
2005,17,Just a Lil Bit,50 Cent,https://www.youtube.com/watch?v=GllEDACUbNo
2005,18,Pon de Replay,Rihanna,https://www.youtube.com/watch?v=oEauWw9ZGrA
2005,19,How We Do,"The Game,50 Cent,",https://www.youtube.com/watch?v=PH34kMOjmQk
2005,20,Beverly Hills,Weezer,https://www.youtube.com/watch?v=HL_WvOly7mY
2005,21,Oh,"Ciara,Ludacris,",https://www.youtube.com/watch?v=Hr4wz4-27PY
2005,22,Lonely No More,Rob Thomas,https://www.youtube.com/watch?v=7spBU4Yv8fE
2005,23,Drop It Like It's Hot,"Snoop Dogg,Pharrell,",https://www.youtube.com/watch?v=GtUVQei3nX4
2005,24,Hate It or Love It,"The Game,50 Cent,",https://www.youtube.com/watch?v=BuMBmK5uksg
2005,25,Lovers & Friends,"Lil Jon,Usher,Ludacris,",https://www.youtube.com/watch?v=mvHNk1IBCv4
2005,26,Soldier,"Destiny's Child,T.I.,Lil Wayne,",https://www.youtube.com/watch?v=qFJ3VKnwmJw
2005,27,Breakaway,Kelly Clarkson,https://www.youtube.com/watch?v=c-3vPxKdj6o
2005,28,Switch,Will Smith,https://www.youtube.com/watch?v=uzUozo1628U
2005,29,Let Me Hold You,"Bow Wow,Omarion,",https://www.youtube.com/watch?v=CX2Acz35XWY
2005,30,Like You,"Bow Wow,Ciara,",https://www.youtube.com/watch?v=b-EqP0BLy1Q
2005,31,Rich Girl,"Gwen Stefani,Eve,",https://www.youtube.com/watch?v=9rlNpWYQunY
2005,32,My Humps,The Black Eyed Peas,https://www.youtube.com/watch?v=iEe_eraFWWs
2005,33,Obsession (No Es Amor),"Frankie J,Baby Bash,",https://www.youtube.com/watch?v=hY73MQOpg-0
2005,34,Caught Up,Usher,https://www.youtube.com/watch?v=cFkZDhwqoHg
2005,35,Listen to Your Heart,"DHT,Edmee,",https://www.youtube.com/watch?v=C4HJ0zfZ-EM
2005,36,Scars,Papa Roach,https://www.youtube.com/watch?v=eHbNU9WuVgw
2005,37,Feel Good Inc.,Gorillaz,https://www.youtube.com/watch?v=HyHNuVaZJ-k
2005,38,Let Me Go,3 Doors Down,https://www.youtube.com/watch?v=thc1MtNagC8
2005,39,Holiday,Green Day,https://www.youtube.com/watch?v=A1OqtIqzScI
2005,40,"Sugar, We're Goin Down",Fall Out Boy,https://www.youtube.com/watch?v=uhG-vLZrb-g
2005,41,Grind with Me,Pretty Ricky,https://www.youtube.com/watch?v=AdJtw7vS1E8
2005,42,Run It!,"Chris Brown,Juelz Santana,",https://www.youtube.com/watch?v=w6QGe-pXgdI
2005,43,Photograph,Nickelback,https://www.youtube.com/watch?v=BB0DU4DoPP4
2005,44,Lonely,Akon,https://www.youtube.com/watch?v=6EEW-9NDM5k
2005,45,Collide,Howie Day,https://www.youtube.com/watch?v=ca9ub9rpNK4
2005,46,Wake Me Up When September Ends,Green Day,https://www.youtube.com/watch?v=NU9JoFKlaZ0
2005,47,Slow Down,Bobby Valentino,https://www.youtube.com/watch?v=Z6NzwMif0fA
2005,48,Over and Over,"Nelly,Tim McGraw,",https://www.youtube.com/watch?v=n3htOCjafTc
2005,49,Some Cut,Trillville,https://www.youtube.com/watch?v=WZd2MEOvdQ4
2005,50,Get It Poppin',"Fat Joe,Nelly,",https://www.youtube.com/watch?v=2x8RloPM1qU
2006,1,Bad Day,Daniel Powter,https://www.youtube.com/watch?v=gH476CxJxfg
2006,2,Temperature,Sean Paul,https://www.youtube.com/watch?v=dW2MmuA1nI4
2006,3,Promiscuous,"Nelly Furtado,Timbaland,",https://www.youtube.com/watch?v=0J3vgcE5i2o
2006,4,You're Beautiful,James Blunt,https://www.youtube.com/watch?v=oofSnsGkops
2006,5,Hips Don't Lie,"Shakira,Wyclef Jean,",https://www.youtube.com/watch?v=DUT5rEU6pqM
2006,6,Unwritten,Natasha Bedingfield,https://www.youtube.com/watch?v=b7k0a5hYnSI
2006,7,Crazy,Gnarls Barkley,https://www.youtube.com/watch?v=iAY9DDUwoSo
2006,8,Ridin',"Chamillionaire,Krayzie Bone,",https://www.youtube.com/watch?v=CtwJvgPJ9xw
2006,9,SexyBack,"Justin Timberlake,Timbaland,",https://www.youtube.com/watch?v=3gOHvDP_vCs
2006,10,Check on It,"Beyoncé,Slim Thug,",https://www.youtube.com/watch?v=Q1dUDzBdnmI
2006,11,Be Without You,Mary J. Blige,https://www.youtube.com/watch?v=8XNaPX6MKlU
2006,12,Grillz,"Nelly,Paul Wall,Ali & Gipp,",https://www.youtube.com/watch?v=8fijggq5R6w
2006,13,Over My Head (Cable Car),The Fray,https://www.youtube.com/watch?v=fFRkpvvop3I
2006,14,Me & U,Cassie,https://www.youtube.com/watch?v=FuXNumBwDOM
2006,15,Buttons,"Pussycat Dolls,Snoop Dogg,",https://www.youtube.com/watch?v=VCLxJd1d84s
2006,16,Run It!,"Chris Brown,Juelz Santana,",https://www.youtube.com/watch?v=w6QGe-pXgdI
2006,17,So Sick,Ne-Yo,https://www.youtube.com/watch?v=IxszlJppRQI
2006,18,It's Goin' Down,"Yung Joc,Nitti,",https://www.youtube.com/watch?v=rFz59Jmgewk
2006,19,SOS,Rihanna,https://www.youtube.com/watch?v=IXmF4GbA86E
2006,20,I Write Sins Not Tragedies,Panic! at the Disco,https://www.youtube.com/watch?v=vc6vs-l5dkc
2006,21,Move Along,The All-American Rejects,https://www.youtube.com/watch?v=XleOkGsYgO8
2006,22,London Bridge,Fergie,https://www.youtube.com/watch?v=WD33ii01kXI
2006,23,Dani California,Red Hot Chili Peppers,https://www.youtube.com/watch?v=Sb5aq5HcS1A
2006,24,Snap Yo Fingers,"Lil Jon,E-40,Sean Paul,",https://www.youtube.com/watch?v=AoA-ByjIf2M
2006,25,"Lean wit It, Rock wit It",Dem Franchize Boyz,https://www.youtube.com/watch?v=Mfn5y9tCa2g
2006,26,What Hurts the Most,Rascal Flatts,https://www.youtube.com/watch?v=7qH4qyi1-Ys
2006,27,How to Save a Life,The Fray,https://www.youtube.com/watch?v=cjVQ36NhbMk
2006,28,Unfaithful,Rihanna,https://www.youtube.com/watch?v=rp4UwPZfRis
2006,29,Chasing Cars,Snow Patrol,https://www.youtube.com/watch?v=GemKqzILV4w
2006,30,Lips of an Angel,Hinder,https://www.youtube.com/watch?v=RiSfTyrvJlg
2006,31,Everytime We Touch,Cascada,https://www.youtube.com/watch?v=4G6QDNC4jPs
2006,32,Ain't No Other Man,Christina Aguilera,https://www.youtube.com/watch?v=8x7Ta89QLo4
2006,33,"Dance, Dance",Fall Out Boy,https://www.youtube.com/watch?v=C6MOKXm8x50
2006,34,Gold Digger,"Kanye West,Jamie Foxx,",https://www.youtube.com/watch?v=Sioq2KzbHOc
2006,35,Money Maker,"Ludacris,Pharrell,",https://www.youtube.com/watch?v=T9Op2YQ7yyU
2006,36,Ms. New Booty,"Bubba Sparxxx,Ying Yang Twins,",https://www.youtube.com/watch?v=znUS2KqPYCw
2006,37,(When You Gonna) Give It Up to Me,"Sean Paul,Keyshia Cole,",https://www.youtube.com/watch?v=bMoNV9oWs2E
2006,38,Photograph,Nickelback,https://www.youtube.com/watch?v=BB0DU4DoPP4
2006,39,Because of You,Kelly Clarkson,https://www.youtube.com/watch?v=Ra-Om7UMSJc
2006,40,Stickwitu,Pussycat Dolls,https://www.youtube.com/watch?v=K1uNjmxJQUo
2006,41,I'm 'n Luv (wit a Stripper),"T-Pain,Mike Jones,",https://www.youtube.com/watch?v=QjgZZGo881E
2006,42,My Humps,The Black Eyed Peas,https://www.youtube.com/watch?v=iEe_eraFWWs
2006,43,Where'd You Go,"Fort Minor,Holly Brook,Jonah Matranga,",https://www.youtube.com/watch?v=zQdglLeGQXM
2006,44,Yo (Excuse Me Miss),Chris Brown,https://www.youtube.com/watch?v=yn_6LC4loY8
2006,45,Walk Away,Kelly Clarkson,https://www.youtube.com/watch?v=TojOVJel8wo
2006,46,Laffy Taffy,D4L,https://www.youtube.com/watch?v=3NXBgSCSrIk
2006,47,What You Know,T.I.,https://www.youtube.com/watch?v=a5FL2TVfvkk
2006,48,Dirty Little Secret,The All-American Rejects,https://www.youtube.com/watch?v=gPDcwjJ8pLg
2006,49,Savin' Me,Nickelback,https://www.youtube.com/watch?v=_JQiEs32SqQ
2006,50,Don't Forget About Us,Mariah Carey,https://www.youtube.com/watch?v=8tZkzL4j3BU
2007,1,Irreplaceable,Beyoncé,https://www.youtube.com/watch?v=2EwViQxSJJQ
2007,2,Umbrella,"Rihanna,Jay-Z,",https://www.youtube.com/watch?v=CvBfHwUxHIk
2007,3,The Sweet Escape,"Gwen Stefani,Akon,",https://www.youtube.com/watch?v=O0lf_fE3HwA
2007,4,Big Girls Don't Cry,Fergie,https://www.youtube.com/watch?v=E6sqA9QtV5I
2007,5,Buy U a Drank (Shawty Snappin'),"T-Pain,Yung Joc,",https://www.youtube.com/watch?v=dBrRBZy8OTs
2007,6,Before He Cheats,Carrie Underwood,https://www.youtube.com/watch?v=WaSy8yy-mr8
2007,7,Hey There Delilah,Plain White T's,https://www.youtube.com/watch?v=h_m-BjrxmgI
2007,8,I Wanna Love You,"Akon,Snoop Dogg,",https://www.youtube.com/watch?v=GJzF7H2e3Tw
2007,9,Say It Right,Nelly Furtado,https://www.youtube.com/watch?v=6JnGBs88sL0
2007,10,Glamorous,"Fergie,Ludacris,",https://www.youtube.com/watch?v=q0SyUgw98tE
2007,11,Don't Matter,Akon,https://www.youtube.com/watch?v=JWA5hJl4Dv0
2007,12,Girlfriend,Avril Lavigne,https://www.youtube.com/watch?v=Bg59q4puhmg
2007,13,Makes Me Wonder,Maroon 5,https://www.youtube.com/watch?v=sAebYQgy4n4
2007,14,Party Like a Rockstar,Shop Boyz,https://www.youtube.com/watch?v=82vpIsQ3lX8
2007,15,Smack That,"Akon,Eminem,",https://www.youtube.com/watch?v=bKDdT_nyP54
2007,16,This Is Why I'm Hot,Mims,https://www.youtube.com/watch?v=TwyE3WJ4AWo
2007,17,It's Not Over,Daughtry,https://www.youtube.com/watch?v=Ve-mlWk0PVo
2007,18,The Way I Are,"Timbaland,Keri Hilson,",https://www.youtube.com/watch?v=U5rLz5AZBIA
2007,19,Fergalicious,"Fergie,will.i.am,",https://www.youtube.com/watch?v=5T0utQ-XWGY
2007,20,Crank That (Soulja Boy),Soulja Boy Tell 'Em,https://www.youtube.com/watch?v=8UFIYGkROII
2007,21,Give It to Me,"Timbaland,Nelly Furtado,Justin Timberlake,",https://www.youtube.com/watch?v=RgoiSJ23cSc
2007,22,What Goes Around... Comes Around,Justin Timberlake,https://www.youtube.com/watch?v=TOrnUquxtwA
2007,23,Cupid's Chokehold,"Gym Class Heroes,Patrick Stump,",https://www.youtube.com/watch?v=eiiU-Fky18s
2007,24,How to Save a Life,The Fray,https://www.youtube.com/watch?v=cjVQ36NhbMk
2007,25,Home,Daughtry,https://www.youtube.com/watch?v=7bnX-6sJZBw
2007,26,My Love,"Justin Timberlake,T.I.,",https://www.youtube.com/watch?v=3LmSjmcUNh8
2007,27,Stronger,Kanye West,https://www.youtube.com/watch?v=PsO6ZnUZI0g
2007,28,We Fly High,Jim Jones,https://www.youtube.com/watch?v=0QIy2jqAuXU
2007,29,U + Ur Hand,Pink,https://www.youtube.com/watch?v=YUtHjOvPKT0
2007,30,Walk It Out,Unk,https://www.youtube.com/watch?v=pxjZM-d_ShI
2007,31,Beautiful Girls,Sean Kingston,https://www.youtube.com/watch?v=MrTz5xjmso4
2007,32,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,https://www.youtube.com/watch?v=GNm5drtAQXs
2007,33,Bartender,"T-Pain,Akon,",https://www.youtube.com/watch?v=Lt2wjJlP2N4
2007,34,"Pop, Lock & Drop It",Huey,https://www.youtube.com/watch?v=WEYMaSoXQUM
2007,35,Runaway Love,"Ludacris,Mary J. Blige,",https://www.youtube.com/watch?v=ISvMS6s41vY
2007,36,Rockstar,Nickelback,https://www.youtube.com/watch?v=82vpIsQ3lX8
2007,37,Thnks fr th Mmrs,Fall Out Boy,https://www.youtube.com/watch?v=onzL0EM1pKY
2007,38,What I've Done,Linkin Park,https://www.youtube.com/watch?v=8sgycukafqQ
2007,39,Summer Love,Justin Timberlake,https://www.youtube.com/watch?v=p88IyMO96tw
2007,40,You,"Lloyd,Lil Wayne,",https://www.youtube.com/watch?v=nmjdaBaZe8Y
2007,41,Wait for You,Elliott Yamin,https://www.youtube.com/watch?v=xaHyvAMLk7U
2007,42,Last Night,"Diddy,Keyshia Cole,",https://www.youtube.com/watch?v=AxFhwtwiw6o
2007,43,Make It Rain,"Fat Joe,Lil Wayne,",https://www.youtube.com/watch?v=vL5suzVSSKs
2007,44,Make Me Better,"Fabolous,Ne-Yo,",https://www.youtube.com/watch?v=zyz1oAHY-_g
2007,45,Ice Box,"Omarion,Timbaland,",https://www.youtube.com/watch?v=jQybgJCswF0
2007,46,Lips of an Angel,Hinder,https://www.youtube.com/watch?v=RiSfTyrvJlg
2007,47,Waiting on the World to Change,John Mayer,https://www.youtube.com/watch?v=oBIxScJ5rlY
2007,48,Lost Without U,Robin Thicke,https://www.youtube.com/watch?v=0DdCoNbbRvQ
2007,49,I'm a Flirt,"R. Kelly,T.I.,T-Pain,",https://www.youtube.com/watch?v=g_IB2aSkcp0
2007,50,If Everyone Cared,Nickelback,https://www.youtube.com/watch?v=-IUSZyjiYuY
2008,1,Low,"Flo Rida,T-Pain,",https://www.youtube.com/watch?v=ckKFxMw6z0c
2008,2,Bleeding Love,Leona Lewis,https://www.youtube.com/watch?v=Vzo-EL_62fQ
2008,3,No One,Alicia Keys,https://www.youtube.com/watch?v=rywUS-ohqeE
2008,4,Lollipop,"Lil Wayne,Static Major,",https://www.youtube.com/watch?v=2IH8tNQAzSs
2008,5,Apologize,OneRepublic,https://www.youtube.com/watch?v=ZSM3w1v-A_Y
2008,6,No Air,"Jordin Sparks,Chris Brown,",https://www.youtube.com/watch?v=WBKnpyoFEBo
2008,7,Love Song,Sara Bareilles,https://www.youtube.com/watch?v=qi7Yh16dA0w
2008,8,Love in This Club,"Usher,Young Jeezy,",https://www.youtube.com/watch?v=cB5e0zHRzHc
2008,9,With You,Chris Brown,https://www.youtube.com/watch?v=nmjdaBaZe8Y
2008,10,Forever,Chris Brown,https://www.youtube.com/watch?v=5sMKX22BHeE
2008,11,Sexy Can I,"Ray J,Yung Berg,",https://www.youtube.com/watch?v=YeVOnHce37Y
2008,12,Take a Bow,Rihanna,https://www.youtube.com/watch?v=J3UjJ4wKLkg
2008,13,Viva la Vida,Coldplay,https://www.youtube.com/watch?v=dvgZkm1xWPE
2008,14,I Kissed a Girl,Katy Perry,https://www.youtube.com/watch?v=tAp9BKosZXs
2008,15,Whatever You Like,T.I.,https://www.youtube.com/watch?v=nQJACVmankY
2008,16,Disturbia,Rihanna,https://www.youtube.com/watch?v=E1mU6h4Xdxc
2008,17,Don't Stop the Music,Rihanna,https://www.youtube.com/watch?v=yd8jh9QYfEs
2008,18,Pocketful of Sunshine,Natasha Bedingfield,https://www.youtube.com/watch?v=gte3BoXKwP0
2008,19,Kiss Kiss,"Chris Brown,T-Pain,",https://www.youtube.com/watch?v=eNII9PDlFJ0
2008,20,Closer,Ne-Yo,https://www.youtube.com/watch?v=z_aC5xPQ2f4
2008,21,Bubbly,Colbie Caillat,https://www.youtube.com/watch?v=AWGqoCNbsvM
2008,22,Touch My Body,Mariah Carey,https://www.youtube.com/watch?v=9b8erWuBA44
2008,23,4 Minutes,"Madonna,Justin Timberlake,Timbaland,",https://www.youtube.com/watch?v=aAQZPBwz2CI
2008,24,So What,Pink,https://www.youtube.com/watch?v=FJfFZqTlWrQ
2008,25,Paralyzer,Finger Eleven,https://www.youtube.com/watch?v=BJk6gZuPKRE
2008,26,Clumsy,Fergie,https://www.youtube.com/watch?v=tf_gPZSDIxI
2008,27,I'm Yours,Jason Mraz,https://www.youtube.com/watch?v=EkHTsc9PU2A
2008,28,Leavin',Jesse McCartney,https://www.youtube.com/watch?v=zR5_KkxgGqE
2008,29,Dangerous,"Kardinal Offishall,Akon,",https://www.youtube.com/watch?v=Ro7yHf_pU14
2008,30,Tattoo,Jordin Sparks,https://www.youtube.com/watch?v=OxiHUfvUJEw
2008,31,See You Again,Miley Cyrus,https://www.youtube.com/watch?v=aJDC3Gg-F8w
2008,32,Shake It,Metro Station,https://www.youtube.com/watch?v=_wjFahULCK8
2008,33,Stop and Stare,OneRepublic,https://www.youtube.com/watch?v=HtNS1afUOnE
2008,34,Take You There,Sean Kingston,https://www.youtube.com/watch?v=axq1jQTk84w
2008,35,Paper Planes,M.I.A.,https://www.youtube.com/watch?v=ewRjZoRtu0Y
2008,36,Hot n Cold,Katy Perry,https://www.youtube.com/watch?v=kTHNpusq654
2008,37,Live Your Life,"T.I.,Rihanna,",https://www.youtube.com/watch?v=koVHN6eO4Xg
2008,38,Bust It Baby (Part 2),"Plies,Ne-Yo,",https://www.youtube.com/watch?v=X_yyDbsNUWQ
2008,39,American Boy,"Estelle,Kanye West,",https://www.youtube.com/watch?v=Ic5vxw3eijY
2008,40,Got Money,"Lil Wayne,T-Pain,",https://www.youtube.com/watch?v=1ohYsK5Y8Dc
2008,41,Our Song,Taylor Swift,https://www.youtube.com/watch?v=Jb2stN7kH28
2008,42,Damaged,Danity Kane,https://www.youtube.com/watch?v=P8IBg0mVJ5Y
2008,43,A Milli,Lil Wayne,https://www.youtube.com/watch?v=1Vf4mMCpNY0
2008,44,Sorry,Buckcherry,https://www.youtube.com/watch?v=77pb0WXAz-Q
2008,45,Independent,"Webbie,Lil Boosie,Lil Phat,",https://www.youtube.com/watch?v=jCUiGArhW2M
2008,46,Can't Believe It,"T-Pain,Lil Wayne,",https://www.youtube.com/watch?v=kWBE0sQC5L8
2008,47,Like You'll Never See Me Again,Alicia Keys,https://www.youtube.com/watch?v=xPvwDcrT6rU
2008,48,Teardrops on My Guitar,Taylor Swift,https://www.youtube.com/watch?v=ijO1U4Dk2YE
2008,49,When I Grow Up,Pussycat Dolls,https://www.youtube.com/watch?v=K0K46C82v9o
2008,50,Sexual Eruption,Snoop Dogg,https://www.youtube.com/watch?v=DpqrKmUXw-s
2009,1,Boom Boom Pow,The Black Eyed Peas,https://www.youtube.com/watch?v=4m48GqaOz90
2009,2,Poker Face,Lady Gaga,https://www.youtube.com/watch?v=bESGLojNYSo
2009,3,Just Dance,"Lady Gaga,Colby O'Donis,",https://www.youtube.com/watch?v=wZgiV1kcR_c
2009,4,I Gotta Feeling,The Black Eyed Peas,https://www.youtube.com/watch?v=uSD4vsh1zDA
2009,5,Love Story,Taylor Swift,https://www.youtube.com/watch?v=8xg3vE8Ie_E
2009,6,Right Round,Flo Rida,https://www.youtube.com/watch?v=CcCw1ggftuQ
2009,7,I'm Yours,Jason Mraz,https://www.youtube.com/watch?v=7gO-jFLIgdk
2009,8,Single Ladies (Put a Ring on It),Beyoncé,https://www.youtube.com/watch?v=4m1EFMoRFvY
2009,9,Heartless,Kanye West,https://www.youtube.com/watch?v=Co0tTeuUVhU
2009,10,Gives You Hell,The All-American Rejects,https://www.youtube.com/watch?v=uxUATkpMQ8A
2009,11,You Belong with Me,Taylor Swift,https://www.youtube.com/watch?v=2F-m2dQrbIE
2009,12,Dead and Gone,"T.I.,Justin Timberlake,",https://www.youtube.com/watch?v=6mEx9FtuN0k
2009,13,You Found Me,The Fray,https://www.youtube.com/watch?v=jFg_8u87zT0
2009,14,Use Somebody,Kings of Leon,https://www.youtube.com/watch?v=gnhXHvRoUd0
2009,15,Knock You Down,"Keri Hilson,Kanye West,Ne-Yo,",https://www.youtube.com/watch?v=p_RqWocthcc
2009,16,Blame It,"Jamie Foxx,T-Pain,",https://www.youtube.com/watch?v=rfjtpp90lu8
2009,17,I Know You Want Me (Calle Ocho),Pitbull,https://www.youtube.com/watch?v=P7sbjPggfkU
2009,18,Live Your Life,"T.I.,Rihanna,",https://www.youtube.com/watch?v=koVHN6eO4Xg
2009,19,Kiss Me thru the Phone,"Soulja Boy Tell 'Em,Sammie,",https://www.youtube.com/watch?v=47Fbo4kU2AU
2009,20,Down,"Jay Sean,Lil Wayne,",https://www.youtube.com/watch?v=oUbpGmR1-QM
2009,21,The Climb,Miley Cyrus,https://www.youtube.com/watch?v=NG2zyeVRcbs
2009,22,Best I Ever Had,Drake,https://www.youtube.com/watch?v=Zfp3KfYH0xA
2009,23,My Life Would Suck Without You,Kelly Clarkson,https://www.youtube.com/watch?v=cRM70Jw7F4M
2009,24,Halo,Beyoncé,https://www.youtube.com/watch?v=bnVUHWCynig
2009,25,Hot n Cold,Katy Perry,https://www.youtube.com/watch?v=8Xd5tNiDrxc
2009,26,Second Chance,Shinedown,https://www.youtube.com/watch?v=WbsDPbr8qoM
2009,27,Circus,Britney Spears,https://www.youtube.com/watch?v=koiyhOCN7SU
2009,28,Day 'n' Nite,Kid Cudi,https://www.youtube.com/watch?v=VrDfSZ_6f4U
2009,29,Party in the U.S.A.,Miley Cyrus,https://www.youtube.com/watch?v=M11SvDtPBhA
2009,30,Don't Trust Me,3OH!3,https://www.youtube.com/watch?v=mdB3Oyd5HtU
2009,31,Run This Town,"Jay-Z,Rihanna,Kanye West,",https://www.youtube.com/watch?v=EeE7CfNs7Js
2009,32,Let It Rock,"Kevin Rudolf,Lil Wayne,",https://www.youtube.com/watch?v=u0n4eMGXAyk
2009,33,Fire Burning,Sean Kingston,https://www.youtube.com/watch?v=YkyhvCdJ_vM
2009,34,Whatcha Say,Jason Derulo,https://www.youtube.com/watch?v=pBI3lc18k8Q
2009,35,LoveGame,Lady Gaga,https://www.youtube.com/watch?v=1mB0tP1I-14
2009,36,Waking Up in Vegas,Katy Perry,https://www.youtube.com/watch?v=1-pUaogoX5o
2009,37,Birthday Sex,Jeremih,https://www.youtube.com/watch?v=b_YlW8M4oe8
2009,38,Sober,Pink,https://www.youtube.com/watch?v=nJ3ZM8FDBlg
2009,39,Womanizer,Britney Spears,https://www.youtube.com/watch?v=kOPiOBXV8H4
2009,40,Whatever You Like,T.I.,https://www.youtube.com/watch?v=Kgdr2uytpDI
2009,41,Obsessed,Mariah Carey,https://www.youtube.com/watch?v=H1Yt0xJKDY8
