year,rank,song,singer,url,found,bpm,key,spotifyTitle,spotifyArtist
1978,33,Sometimes When We Touch,Dan Hill,https://www.youtube.com/watch?v=z825tkkfbIo,1,119.333,D Major,Sometimes When We Touch,Dan Hill
1979,33,Love You Inside Out,Bee Gees,https://www.youtube.com/watch?v=SouY1MKclZ4,1,94.713,B Minor,Love You Inside Out,Bee Gees
1980,33,Longer,Dan Fogelberg,https://www.youtube.com/watch?v=nGFBpCa3s1Y,1,158.399,G Major,Longer,Dan Fogelberg
1981,33,(There's) No Gettin' Over Me,Ronnie Milsap,https://www.youtube.com/watch?v=k5wknazzz9w,1,200.528,Db Minor,(There's) No Gettin' Over Me,Ronnie Milsap
1982,33,Let's Groove,"Earth, Wind & Fire",https://www.youtube.com/watch?v=Lrle0x_DHBM,1,125.035,B Minor,Let's Groove,"Earth, Wind & Fire"
1983,33,(Keep Feeling) Fascination,The Human League,https://www.youtube.com/watch?v=QqqBs6kkzHE,0,,,,
1984,33,I Guess That's Why They Call It the Blues,Elton John,https://www.youtube.com/watch?v=h6KYAVn8ons,0,,,,
1985,33,One More Night,,https://www.youtube.com/watch?v=zKVq-P3z5Vg,0,,,,
1986,33,These Dreams,Heart,https://www.youtube.com/watch?v=41P8UxneDJE,0,,,,
1987,33,Heart and Soul,T'Pau,https://www.youtube.com/watch?v=SwrYMWoqg5w,1,179.853,F Major,Heart And Soul,T'Pau
1988,33,Where Do Broken Hearts Go,Whitney Houston,https://www.youtube.com/watch?v=wa3tfVjGCQ8,0,,,,
1989,33,Wild Thing,Tone Loc,https://www.youtube.com/watch?v=387ZDGSKVSg,0,,,,
1990,33,Step by Step,New Kids on the Block,https://www.youtube.com/watch?v=ay6GjmiJTPM,1,125.347,C Major,Step by Step,New Kids On The Block
1991,33,Losing My Religion,R.E.M.,https://www.youtube.com/watch?v=xwtdhWltSIg,1,125.639,A Minor,Losing My Religion,R.E.M.
1992,33,Humpin' Around,Bobby Brown,https://www.youtube.com/watch?v=XtE1TmikgIQ,1,110.211,Db Major,Humpin' Around,Bobby Brown
1993,33,Saving Forever for You,Shanice,https://www.youtube.com/watch?v=P0SZ16dPblg,1,133.358,A Major,Saving Forever for You,Shanice
1994,33,Return to Innocence,Enigma,https://www.youtube.com/watch?v=Rk_sAHh9s08,1,88.026,Bb Major,Return To Innocence,Enigma
1995,33,Only Wanna Be with You,,https://www.youtube.com/watch?v=SnLl1OOwIh0,1,103.272,Gb Major,Only Wanna Be With You,Hootie & The Blowfish
1996,33,Gangsta's Paradise,"Coolio,L.V.,",https://www.youtube.com/watch?v=6-IRnDofg6Y,1,79.975,Ab Major,Gangsta's Paradise,"Coolio, L.V."
1997,33,I Believe in You and Me,Whitney Houston,https://www.youtube.com/watch?v=kFa53KEUlNI,0,,,,
1998,33,Gone till November,Wyclef Jean,https://www.youtube.com/watch?v=kI6MWZrl8v8,0,,,,
1999,33,Wild Wild West,"Will Smith,Dru Hill,Kool Moe Dee,",https://www.youtube.com/watch?v=_zXKtfKnfT8,1,107.016,Bb Minor,Wild Wild West (feat. Dru Hill & Kool Mo Dee),"Will Smith, Dru Hill, Kool Moe Dee"
2000,33,Back Here,BBMak,https://www.youtube.com/watch?v=CbGegNlgJdE,0,,,,
2001,33,South Side,"Moby,Gwen Stefani,",https://www.youtube.com/watch?v=GXKg0sNTKXE,0,,,,
2002,33,Girlfriend,"'N Sync,Nelly,",https://www.youtube.com/watch?v=saxnXiBKEaY,0,,,,
2003,33,No Letting Go,Wayne Wonder,https://www.youtube.com/watch?v=CvJi8INoyUw,0,,,,
2004,33,Numb,Linkin Park,https://www.youtube.com/watch?v=kXYiU_JCYtU,0,,,,
2005,33,Obsession (No Es Amor),"Frankie J,Baby Bash,",https://www.youtube.com/watch?v=hY73MQOpg-0,0,,,,
2006,33,"Dance, Dance",Fall Out Boy,https://www.youtube.com/watch?v=C6MOKXm8x50,1,114.451,B Minor,"Dance, Dance",Fall Out Boy
2007,33,Bartender,"T-Pain,Akon,",https://www.youtube.com/watch?v=Lt2wjJlP2N4,1,104.961,Ab Major,Bartender (feat. Akon),"T-Pain, Akon"
2008,33,Stop and Stare,OneRepublic,https://www.youtube.com/watch?v=HtNS1afUOnE,0,,,,
2009,33,Fire Burning,Sean Kingston,https://www.youtube.com/watch?v=YkyhvCdJ_vM,1,122.973,Db Major,Fire Burning,Sean Kingston
2010,33,Alejandro,Lady Gaga,https://www.youtube.com/watch?v=niqrrmev4mA,0,,,,
2011,33,Blow,Kesha,https://www.youtube.com/watch?v=CFWX0hWCbng,1,120.013,B Minor,Blow,Kesha
2012,33,We Are Never Ever Getting Back Together,Taylor Swift,https://www.youtube.com/watch?v=WA4iX5D9Z64,1,172.014,G Major,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift
2013,33,Come & Get It,Selena Gomez,https://www.youtube.com/watch?v=KDXOzr0GoA4,1,80.158,G Minor,Come & Get It,Selena Gomez
2014,33,Summer,Calvin Harris,https://www.youtube.com/watch?v=ebXbLfLACGM,1,127.949,E Minor,Summer,Calvin Harris
2015,33,What Do You Mean?,Justin Bieber,https://www.youtube.com/watch?v=DK_0jXPuIr0,1,125.02,F Minor,What Do You Mean?,Justin Bieber
2016,33,Just Like Fire,P!nk,https://www.youtube.com/watch?v=5Nrv5teMc9Y,1,162.958,G Major,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk
2017,33,Love on the Brain,Rihanna,https://www.youtube.com/watch?v=zA-upjFaHvw,0,,,,
2018,33,Feel It Still,Portugal. The Man,https://www.youtube.com/watch?v=pBkHHoOIIn8,1,79.028,Db Minor,Feel It Still,Portugal. The Man
2019,33,Youngblood,5 Seconds of Summer,https://www.youtube.com/watch?v=-RJSbO8UZVY,1,120.276,G Minor,Youngblood,5 Seconds of Summer
2020,33,Break My Heart,Dua Lipa,https://www.youtube.com/watch?v=Nj2U6rhnucI,1,113.011,E Minor,Break My Heart,Dua Lipa
2021,33,Calling My Phone,"Lil Tjay,6lack,",https://www.youtube.com/watch?v=zzd4ydafGR0,1,104.949,E Minor,Calling My Phone,"Lil Tjay, 6LACK"
2022,33,Jimmy Cooks,"Drake,21 Savage,",https://www.youtube.com/watch?v=4nyld2SqleU,1,165.921,C Major,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage"
1973,34,"Say, Has Anybody Seen My Sweet Gypsy Rose",Tony Orlando and Dawn,https://www.youtube.com/watch?v=3Q-m_CxQacM,0,,,,
1974,34,Best Thing That Ever Happened to Me,Gladys Knight & the Pips,https://www.youtube.com/watch?v=8FT5QF4JZUA,1,189.498,Db Minor,Best Thing That Ever Happened to Me,Gladys Knight & The Pips
1975,34,Sister Golden Hair,America,https://www.youtube.com/watch?v=XIycEe59Auc,0,,,,
1976,34,Moonlight Feels Right,Starbuck,https://www.youtube.com/watch?v=HYnQsvtfEsQ,1,120.391,G Major,Moonlight Feels Right,Starbuck
1977,34,Right Time of the Night,Jennifer Warnes,https://www.youtube.com/watch?v=xa4nRJCEz28,1,93.684,Bb Major,Right Time of the Night,Jennifer Warnes
1978,34,Last Dance,Donna Summer,https://www.youtube.com/watch?v=vqZY8P42pLo,1,126.365,Eb Major,Last Dance - Single Version,Donna Summer
1979,34,I Want You to Want Me,Cheap Trick,https://www.youtube.com/watch?v=-qgpewMCVjs,1,92.726,D Major,I Want You to Want Me,Cheap Trick
1980,34,Coward of the County,Kenny Rogers,https://www.youtube.com/watch?v=OcslEyiraPc,1,91.471,G Major,Coward Of The County,Kenny Rogers
1981,34,Living Inside Myself,Gino Vannelli,https://www.youtube.com/watch?v=g2-wE-J91JU,1,119.941,B Major,Living Inside Myself,Gino Vannelli
1982,34,Open Arms,Journey,https://www.youtube.com/watch?v=SIjjh_PRmU8,0,,,,
1983,34,Time (Clock of the Heart),Culture Club,https://www.youtube.com/watch?v=8tI1_KlO6xI,1,117.056,C Minor,Time (Clock Of The Heart) - Remastered 2003,Culture Club
1984,34,She Bop,Cyndi Lauper,https://www.youtube.com/watch?v=KFq4E9XTueY,1,136.794,A Minor,She Bop,Cyndi Lauper
1985,34,Sea of Love,The Honeydrippers,https://www.youtube.com/watch?v=2BoUzzFXuVU,1,82.737,G Major,Sea of Love - 2006 Remaster,The Honeydrippers
1986,34,Don't Forget Me (When I'm Gone),Glass Tiger,https://www.youtube.com/watch?v=DD4PSn6qwtU,0,,,,
1987,34,You Keep Me Hangin' On,Kim Wilde,https://www.youtube.com/watch?v=433aHgCBmeU,1,123.44,G Minor,You Keep Me Hangin On,Kim Wilde
1988,34,Angel,Aerosmith,https://www.youtube.com/watch?v=CBTOGVb_cQg,0,,,,
1989,34,When I See You Smile,Bad English,https://www.youtube.com/watch?v=cu6pclWsxzs,1,135.671,G Major,When I See You Smile,Bad English
1990,34,Dangerous,Roxette,https://www.youtube.com/watch?v=VFNRh26TPmM,1,124.41,E Major,Dangerous,Roxette
1991,34,Coming Out of the Dark,Gloria Estefan,https://www.youtube.com/watch?v=QS7qLDizDYo,1,131.865,E Major,Coming Out of the Dark,Gloria Estefan
1992,34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,https://www.youtube.com/watch?v=Lt6r-k9Bk6o,1,95.032,B Minor,Damn I Wish I Was Your Lover,Sophie B. Hawkins
1993,34,Ordinary World,Duran Duran,https://www.youtube.com/watch?v=FqIACCH20JU,1,140.117,Db Minor,Ordinary World,Duran Duran
1994,34,All I Wanna Do,Sheryl Crow,https://www.youtube.com/watch?v=ClbmWkbocoY,1,120.089,A Major,All I Wanna Do,Sheryl Crow
1995,34,If You Love Me,Brownstone,https://www.youtube.com/watch?v=5UtwGz50dWk,1,95.138,G Major,If You Love Me,Brownstone
1996,34,Only You,"112,The Notorious B.I.G.,",https://www.youtube.com/watch?v=GVOqbskGeBs,1,95.813,Ab Major,"Only You (feat. The Notorious B.I.G., Ma$e) - Bad Boy Remix","112, The Notorious B.I.G., Ma$e"
1997,34,Da' Dip,Freak Nasty,https://www.youtube.com/watch?v=c_tjqWwGjUw,0,,,,
1998,34,My Body,LSG,https://www.youtube.com/watch?v=IGUsIl3u_eQ,1,119.76,Db Major,My Body,LSG
1999,34,Scar Tissue,Red Hot Chili Peppers,https://www.youtube.com/watch?v=mzJj5-lubeM,1,88.969,C Major,Scar Tissue,Red Hot Chili Peppers
2000,34,It Feels So Good,Sonique,https://www.youtube.com/watch?v=zns8Y8phigk,1,128.007,F Minor,It Feels So Good,"Matt Sassari, HUGEL, Sonique"
2001,34,Don't Tell Me,Madonna,https://www.youtube.com/watch?v=gLFWRDsx5AI,1,99.965,G Major,Don't Tell Me,Madonna
2002,34,Just a Friend 2002,Mario,https://www.youtube.com/watch?v=q4BTLoHSGMk,1,132.346,C Major,Just a Friend 2002 - Radio Edit,Mario
2003,34,Frontin',"Pharrell,Jay-Z,",https://www.youtube.com/watch?v=LOtkH5amC7s,0,,,,
2004,34,Diary,"Alicia Keys,Tony! Toni! Toné!,",https://www.youtube.com/watch?v=SLCtH9lRj7Q,0,,,,
2005,34,Caught Up,Usher,https://www.youtube.com/watch?v=cFkZDhwqoHg,0,,,,
2006,34,Gold Digger,"Kanye West,Jamie Foxx,",https://www.youtube.com/watch?v=Sioq2KzbHOc,1,93.034,Db Minor,Gold Digger,"Kanye West, Jamie Foxx"
2007,34,"Pop, Lock & Drop It",Huey,https://www.youtube.com/watch?v=WEYMaSoXQUM,1,144.09,B Minor,"Pop, Lock & Drop It - Video Edit",Huey
2008,34,Take You There,Sean Kingston,https://www.youtube.com/watch?v=axq1jQTk84w,1,115.033,F Minor,Take You There,Sean Kingston
2009,34,Whatcha Say,Jason Derulo,https://www.youtube.com/watch?v=pBI3lc18k8Q,1,144.036,B Major,Whatcha Say,Jason Derulo
2010,34,Ridin' Solo,Jason Derulo,https://www.youtube.com/watch?v=8ESdn0MuJWQ,0,,,,
2011,34,Lighters,"Bad Meets Evil,Bruno Mars,",https://www.youtube.com/watch?v=YWt4wmZ_EMI,1,90.268,C Major,Lighters,"Bad Meets Evil, Bruno Mars"
2012,34,As Long as You Love Me,"Justin Bieber,Big Sean,",https://www.youtube.com/watch?v=R4em3LKQCAQ,1,139.691,C Minor,As Long As You Love Me,"Justin Bieber, Big Sean"
2013,34,"Hold On, We're Going Home","Drake,Majid Jordan,",https://www.youtube.com/watch?v=GxgqpCdOKak,0,,,,
2014,34,Boom Clap,Charli XCX,https://www.youtube.com/watch?v=AOPMlIIg_38,1,91.999,E Major,Boom Clap,Charli xcx
2015,34,Photograph,Ed Sheeran,https://www.youtube.com/watch?v=nSDgHBxUbVQ,0,,,,
2016,34,Broccoli,"DRAM,Lil Yachty,",https://www.youtube.com/watch?v=K44j-sb1SRY,1,145.99,Ab Major,Broccoli,"DRAM, Lil Yachty"
2017,34,I Feel It Coming,"The Weeknd,Daft Punk,",https://www.youtube.com/watch?v=qFLhGq0060w,1,92.99,C Minor,I Feel It Coming,"The Weeknd, Daft Punk"
2018,34,MotorSport,"Migos,Nicki Minaj,Cardi B,",https://www.youtube.com/watch?v=9v_rtaye2yY,1,137.993,D Major,MotorSport,"Migos, Nicki Minaj, Cardi B"
2019,34,Money in the Grave,"Drake,Rick Ross,",https://www.youtube.com/watch?v=R0ykLlhg0AQ,1,100.541,Bb Minor,Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross"
2020,34,Chasin' You,Morgan Wallen,https://www.youtube.com/watch?v=iBduQb1S-4s,1,97.087,G Major,Chasin' You,Morgan Wallen
2021,34,Beautiful Mistakes,"Maroon 5,Megan Thee Stallion,",https://www.youtube.com/watch?v=BSzSn-PRdtI,1,99.048,Bb Major,Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion"
2022,34,'Til You Can't,Cody Johnson,https://www.youtube.com/watch?v=v2LixP7n_hM,0,,,,
1973,35,Keep on Truckin',Eddie Kendricks,https://www.youtube.com/watch?v=Mx43392TEbA,1,101.568,Db Major,Keep On Truckin',Eddie Kendricks
1974,35,Feel Like Makin' Love,Roberta Flack,https://www.youtube.com/watch?v=xVybozv_L3M,1,93.809,Ab Major,Feel Like Makin' Love,Roberta Flack
1975,35,Lucy in the Sky with Diamonds,Elton John,https://www.youtube.com/watch?v=zJtAAg_jAjk,1,164.11,C Major,Lucy In The Sky With Diamonds,Elton John
1976,35,Only Sixteen,Dr. Hook,https://www.youtube.com/watch?v=olQNes_mq8I,0,,,,
1977,35,I've Got Love on My Mind,Natalie Cole,https://www.youtube.com/watch?v=eXRyH4h4TUc,0,,,,
1978,35,Hopelessly Devoted to You,Olivia Newton-John,https://www.youtube.com/watch?v=r-3NvDp28U4,1,110.581,B Minor,Hopelessly Devoted To You - From “Grease”,Olivia Newton-John
1979,35,The Main Event/Fight,Barbra Streisand,https://www.youtube.com/watch?v=6mxowEFMBgM,1,137.392,G Major,The Main Event/Fight,Barbra Streisand
1980,35,Ladies' Night,Kool & the Gang,https://www.youtube.com/watch?v=LjG7-5kbevo,0,,,,
1981,35,Woman in Love,Barbra Streisand,https://www.youtube.com/watch?v=fKDYErlu5Kc,1,169.735,Eb Minor,Woman in Love,Barbra Streisand
1982,35,Leader of the Band,Dan Fogelberg,https://www.youtube.com/watch?v=lDByv7HoAyg,0,,,,
1983,35,The Safety Dance,Men Without Hats,https://www.youtube.com/watch?v=EF_JAJ_NOzs,0,,,,
1984,35,Borderline,Madonna,https://www.youtube.com/watch?v=rSaC-YbSDpo,1,119.867,D Major,Borderline,Madonna
1985,35,A View to a Kill,Duran Duran,https://www.youtube.com/watch?v=Fp4CR2HcHLQ,0,,,,
1986,35,Live to Tell,Madonna,https://www.youtube.com/watch?v=IzAO9A9GjgI,1,109.943,D Minor,Live to Tell,Madonna
1987,35,Keep Your Hands to Yourself,Georgia Satellites,https://www.youtube.com/watch?v=-Y7iYkLRJJY,1,114.921,D Major,Keep Your Hands to Yourself,The Georgia Satellites
1988,35,A Hazy Shade of Winter,The Bangles,https://www.youtube.com/watch?v=TxrwImCJCqk,0,,,,
1989,35,If I Could Turn Back Time,Cher,https://www.youtube.com/watch?v=9n3A_-HRFfc,1,108.329,B Major,If I Could Turn Back Time,Cher
1990,35,We Didn't Start the Fire,Billy Joel,https://www.youtube.com/watch?v=XEsEsaVIzTg,0,,,,
1991,35,It Ain't Over 'til It's Over,Lenny Kravitz,https://www.youtube.com/watch?v=TmENMZFUU_0,1,159.69,Gb Major,It Ain't Over 'Til It's Over,Lenny Kravitz
1992,35,Tell Me What You Want Me to Do,Tevin Campbell,https://www.youtube.com/watch?v=TmW7Qlrv6kk,0,,,,
1993,35,If I Had No Loot,Tony! Toni! Toné!,https://www.youtube.com/watch?v=ptKc2yGLlHY,1,106.725,B Minor,If I Had No Loot,Tony! Toni! Toné!
1994,35,Mmm Mmm Mmm Mmm,Crash Test Dummies,https://www.youtube.com/watch?v=eTeg1txDv8w,1,92.934,Eb Major,Mmm Mmm Mmm Mmm,Crash Test Dummies
1995,35,In the House of Stone and Light,Martin Page,https://www.youtube.com/watch?v=eIa9UEXd98Q,0,,,,
1996,35,Down Low (Nobody Has to Know),"R. Kelly,Ronald Isley,",https://www.youtube.com/watch?v=JO79pSsDbGk,1,107.72,Bb Minor,Down Low (Nobody Has to Know) (feat. Ronald Isley & Ernie Isley),"R. Kelly, Ronald Isley, Ernie Isley"
1997,35,2 Become 1,Spice Girls,https://www.youtube.com/watch?v=FA5jsa1lR9c,0,,,,
1998,35,Tubthumping,Chumbawamba,https://www.youtube.com/watch?v=zxnx0I7iCIU,0,,,,
1999,35,Heartbreaker,"Mariah Carey,Jay-Z,",https://www.youtube.com/watch?v=kMCGvtlL4fw,1,200.031,Db Major,Heartbreaker (feat. JAY-Z),"Mariah Carey, JAY-Z"
2000,35,Absolutely (Story of a Girl),Nine Days,https://www.youtube.com/watch?v=ZIANBamMgas,1,96.493,G Major,Absolutely (Story of a Girl) - Radio Mix,Nine Days
2001,35,Get Ur Freak On,Missy Elliott,https://www.youtube.com/watch?v=FPoKiGQzbSQ,1,177.87,C Major,Get Ur Freak On,Missy Elliott
2002,35,Soak Up the Sun,Sheryl Crow,https://www.youtube.com/watch?v=KIYiGA_rIls,0,,,,
2003,35,Landslide,Dixie Chicks,https://www.youtube.com/watch?v=J4_wXPZ1Bnk,0,,,,
2004,35,She Will Be Loved,Maroon 5,https://www.youtube.com/watch?v=nIjVuRTm-dc,1,102,C Minor,She Will Be Loved - Radio Mix,Maroon 5
2005,35,Listen to Your Heart,"DHT,Edmee,",https://www.youtube.com/watch?v=C4HJ0zfZ-EM,1,145.023,B Minor,Listen to Your Heart (feat. Edmée) - Radio Edit,"DHT, Edmee"
2006,35,Money Maker,"Ludacris,Pharrell,",https://www.youtube.com/watch?v=T9Op2YQ7yyU,0,,,,
2007,35,Runaway Love,"Ludacris,Mary J. Blige,",https://www.youtube.com/watch?v=ISvMS6s41vY,1,92.854,Db Major,Runaway Love,"Ludacris, Mary J. Blige"
2008,35,Paper Planes,M.I.A.,https://www.youtube.com/watch?v=ewRjZoRtu0Y,0,,,,
2009,35,LoveGame,Lady Gaga,https://www.youtube.com/watch?v=1mB0tP1I-14,1,105.029,Gb Minor,LoveGame,Lady Gaga
2010,35,Just a Dream,Nelly,https://www.youtube.com/watch?v=N6O2ncUKvlg,1,89.954,Db Major,Just A Dream,Nelly
2011,35,If I Die Young,The Band Perry,https://www.youtube.com/watch?v=I3nMDcD4BdU,1,130.739,E Major,If I Die Young,The Band Perry
2012,35,Turn Me On,"David Guetta,Nicki Minaj,",https://www.youtube.com/watch?v=WLTI2rWAlV4,1,127.96,Ab Major,Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj"
2013,35,Daylight,Maroon 5,https://www.youtube.com/watch?v=N17FXwRWEZs,1,120.001,G Major,Daylight,Maroon 5
2014,35,Drunk in Love,"Beyoncé,Jay-Z,",https://www.youtube.com/watch?v=p1JPKLa-Ofc,0,,,,
2015,35,Hello,Adele,https://www.youtube.com/watch?v=YQHsXMglC9A,0,,,,
2016,35,Don't,Bryson Tiller,https://www.youtube.com/watch?v=ZLCG6DJTNBs,0,,,,
2017,35,Bounce Back,Big Sean,https://www.youtube.com/watch?v=phr1pOFK1V8,1,81.529,Db Minor,Bounce Back,Big Sean
2018,35,I Like Me Better,Lauv,https://www.youtube.com/watch?v=a7fzkqLozwA,0,,,,
2019,35,Speechless,Dan + Shay,https://www.youtube.com/watch?v=mw5VIEIvuMI,0,,,,
2020,35,Savage Love (Laxed – Siren Beat),"Jawsh 685,Jason Derulo,",https://www.youtube.com/watch?v=Jvcv8trEuao,0,,,,
2021,35,Holy,"Justin Bieber,Chance the Rapper,",https://www.youtube.com/watch?v=23aRHAqIvTM,0,,,,
2022,35,Fancy Like,Walker Hayes,https://www.youtube.com/watch?v=G_zuB-ogIBw,1,79.994,Db Major,Fancy Like,Walker Hayes
1973,36,Danny's Song,Anne Murray,https://www.youtube.com/watch?v=e5C255Pw7KI,0,,,,
1974,36,Just Don't Want to Be Lonely,The Main Ingredient,https://www.youtube.com/watch?v=MWCixfAT-3I,1,153.59,G Minor,Just Don't Want to Be Lonely,The Main Ingredient
1975,36,Mandy,Barry Manilow,https://www.youtube.com/watch?v=AvGpvQbkccE,0,,,,
1976,36,Let Your Love Flow,The Bellamy Brothers,https://www.youtube.com/watch?v=FQQj2rQBFvA,1,108.194,Eb Major,Let Your Love Flow,The Bellamy Brothers
1977,36,Blinded by the Light,Manfred Mann's Earth Band,https://www.youtube.com/watch?v=lcWVL4B-4pI,1,142.156,F Major,Blinded By The Light,Manfred Mann's Earth Band
1978,36,Hot Blooded,Foreigner,https://www.youtube.com/watch?v=8yDmeYxTeC0,1,117.945,C Major,Hot Blooded,Foreigner
1979,36,Mama Can't Buy You Love,Elton John,https://www.youtube.com/watch?v=7Ed4LhqvIJo,0,,,,
1980,36,Too Hot,Kool & the Gang,https://www.youtube.com/watch?v=KC3vI2DD4nA,1,104.986,G Minor,Too Hot - Single Version,Kool & The Gang
1981,36,The Boy from New York City,The Manhattan Transfer,https://www.youtube.com/watch?v=8TMnFtCzhuo,0,,,,
1982,36,Leather and Lace,"Stevie Nicks,Don Henley,",https://www.youtube.com/watch?v=Ob4cgakHwsQ,1,153.753,Eb Major,Leather and Lace - 2016 Remaster,"Stevie Nicks, Don Henley"
1983,36,Mickey,Toni Basil,https://www.youtube.com/watch?v=BaYs4Nk8PyM,0,,,,
1984,36,Sunglasses at Night,Corey Hart,https://www.youtube.com/watch?v=Jg_REFKkUF0,1,127.736,Bb Minor,Sunglasses At Night,Corey Hart
1985,36,The Wild Boys,,https://www.youtube.com/watch?v=M43wsiNBwmo,0,,,,
1986,36,Mad About You,Belinda Carlisle,https://www.youtube.com/watch?v=XmdtJWmR9zQ,0,,,,
1987,36,I Knew You Were Waiting (For Me),"Aretha Franklin,George Michael,",https://www.youtube.com/watch?v=fDxzQJaA228,1,107.931,A Major,I Knew You Were Waiting (For Me),"Aretha Franklin, George Michael"
1988,36,The Way You Make Me Feel,Michael Jackson,https://www.youtube.com/watch?v=l2OC4BxjzLM,0,,,,
1989,36,Buffalo Stance,Neneh Cherry,https://www.youtube.com/watch?v=JWsRz3TJDEY,1,107.246,Db Major,Buffalo Stance,Neneh Cherry
1990,36,I Don't Have the Heart,James Ingram,https://www.youtube.com/watch?v=x65ZPd11gxY,1,88.883,D Major,I Don't Have the Heart,James Ingram
1991,36,Here We Go,C+C Music Factory,https://www.youtube.com/watch?v=ZEQydmaPjF0,0,,,,
1992,36,Ain't 2 Proud 2 Beg,TLC,https://www.youtube.com/watch?v=XmH4_pr6mH0,1,104.855,Bb Minor,Ain't 2 Proud 2 Beg,TLC
1993,36,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,https://www.youtube.com/watch?v=9X_ViIPA-Gc,0,,,,
1994,36,Can We Talk,Tevin Campbell,https://www.youtube.com/watch?v=3SoYkCAzMBk,0,,,,
1995,36,I Got 5 on It,Luniz,https://www.youtube.com/watch?v=HSC9cgvtkRs,1,174.039,Bb Minor,I Got 5 On It,"Luniz, Michael Marshall"
1996,36,You're the One,SWV,https://www.youtube.com/watch?v=g98E2nLF5xI,1,94.166,Gb Major,You're the One,SWV
1997,36,All for You,Sister Hazel,https://www.youtube.com/watch?v=f46ulX6uwGc,1,137.049,Ab Major,All For You,Sister Hazel
1998,36,Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz,https://www.youtube.com/watch?v=mVnoNpncfh0,0,,,,
1999,36,I Still Believe,Mariah Carey,https://www.youtube.com/watch?v=OAZG2duVte4,1,118.016,G Major,I Still Believe,Mariah Carey
2000,36,With Arms Wide Open,Creed,https://www.youtube.com/watch?v=99j0zLuNhi8,1,138.852,C Major,With Arms Wide Open,Creed
2001,36,Crazy,K-Ci & JoJo,https://www.youtube.com/watch?v=qi-KCd0guJI,1,116.128,C Major,Crazy,K-Ci & JoJo
2002,36,Don't Let Me Get Me,Pink,https://www.youtube.com/watch?v=asaCQOZpqUQ,0,,,,
2003,36,Work It,Missy Elliott,https://www.youtube.com/watch?v=cjIvu7e6Wq8,1,101.868,Db Major,Work It,Missy Elliott
2004,36,White Flag,Dido,https://www.youtube.com/watch?v=j-fWDrZSiZs,0,,,,
2005,36,Scars,Papa Roach,https://www.youtube.com/watch?v=eHbNU9WuVgw,1,89.922,B Major,Scars,Papa Roach
2006,36,Ms. New Booty,"Bubba Sparxxx,Ying Yang Twins,",https://www.youtube.com/watch?v=znUS2KqPYCw,1,129.37,Db Major,Ms. New Booty,"Bubba Sparxxx, Ying Yang Twins, Mr. Collipark"
2007,36,Rockstar,Nickelback,https://www.youtube.com/watch?v=82vpIsQ3lX8,0,,,,
2008,36,Hot n Cold,Katy Perry,https://www.youtube.com/watch?v=kTHNpusq654,1,132.032,G Major,Hot N Cold,Katy Perry
2009,36,Waking Up in Vegas,Katy Perry,https://www.youtube.com/watch?v=1-pUaogoX5o,1,130.985,F Minor,Waking Up In Vegas,Katy Perry
2010,36,How Low,Ludacris,https://www.youtube.com/watch?v=ox-lfowevqA,1,143.96,Db Major,How Low,Ludacris
2011,36,Stereo Hearts,"Gym Class Heroes,Adam Levine,",https://www.youtube.com/watch?v=T3E9Wjbq44E,0,,,,
